Name,BSE Code,NSE Code,Industry,Current Price,Return over 1day,Market Capitalization,Sales,Profit after tax,Debt,Price to Earning,PEG Ratio,Dividend yield,Dividend Payout,Return on equity,Return on capital employed,EVtoSales,EVEBITDA,Sales growth,Sales growth 3Years,Sales growth 5Years,Profit growth,Profit growth 3Years,Profit growth 5Years,Promoter holding,Enterprise Value,Return over 6months,Price to book value,Return over 1year,Return over 3years,Return over 5years,Average return on equity 3Years,Average return on equity 5Years,Return on assets,Historical PE 3Years,Historical PE 5Years,DMA 50,DMA 200
Unique Organics,530997,,Trading,123.35,1.52,73.39,208.72,5.51,2.27,13.32,0.2,0,0,26.8,25.26,0.42,8.06,16.38,76.71,34.07,201.09,357.49,65.34,34.64,69.98,133.09,3.82,208.53,112.8,75.07,10.01,7.28,12.86,12.82,10.08,111.25,82.2
Uniroyal Ind,521226,,Textiles - Products,20.15,-3.59,16.66,102.57,0.25,21.36,66.64,,0,0,-4.59,2.98,0.34,8.57,-9.96,18.03,10.65,213.64,,,54.03,37.95,20.3,0.96,61.2,59.14,15.98,0.6,2.47,-1.73,6.77,6.83,23.13,19.42
Unison Metals,538610,,Steel - Medium / Small,21.18,-0.05,33.93,241.23,-2.55,72.57,,,0,0,6.28,10.09,0.44,15.52,12.49,12.65,29.34,-183.33,-6.36,22.08,51.61,103.68,-9.14,1.46,-10.52,50.36,,5.84,5.99,1.2,15.72,17.56,22.28,22.87
Unistar Multim.,532035,,Entertainment / Electronic Media Software,7.3,-11.41,18.25,39.91,2.96,1.18,6.17,0.12,0,0,,,0.79,4.68,,,,,120.7,50.93,0,19.22,-57.31,0.18,-77.19,30.96,21.74,,,,106.39,106.39,11.3,16.16
Unitech,507878,UNITECH,Construction,11.15,4.69,2917.17,319.03,-2405.72,7205.16,,,0,0,-485.89,0.71,24.07,154.17,-31.87,-38.18,-26.66,6.38,,,5.13,9759.24,298.21,,913.64,87.19,52.54,-74.19,-37.15,-11.58,,,11.56,7.51
United Breweries,532478,UBL,Breweries & Distilleries,1735.95,2.26,45898.52,7755.18,338.53,15.4,135.58,-36.54,0.43,65.23,8.27,11.44,6.03,67.95,4.19,4.84,5.94,-31.03,-8.6,-3.71,70.84,45261.65,11.49,11.43,23.41,12.25,4.47,7.19,10.26,5.35,122.63,114.75,1728.68,1662.94
United Credit,531091,,Finance & Investments,19.79,3.29,10.55,3.19,1.38,0.11,7.64,4.34,0,0,2.67,3.22,3.5,5.44,3.91,0.34,3.4,70.37,-7.17,1.76,57.31,10.23,23.46,0.38,51.53,19.59,1.91,2.98,4.2,2.56,9.46,8.22,21.28,19.3
United Drilling,522014,UNIDT,Engineering,223.1,-0.82,452.96,111.47,8.94,36.68,50.67,-11.59,0.81,35.89,4.19,6.07,4.08,25.14,-18.72,2.21,10.2,-42.1,-39.17,-4.37,74.65,486.7,-8.21,1.83,16.26,-5.09,14.71,14.6,17.97,3.62,21.33,17.29,258.72,255.12
United Interacti,502893,,Computers - Software - Medium / Small,56,0,10.25,2.21,0.43,0,23.84,,0,0,-2.58,-1.11,-0.17,-0.27,12.18,-54.08,4.13,164.18,,,69.83,-0.38,10.06,0.3,0.9,61.48,38.02,-0.81,0.81,-2.11,24.43,23.84,57.59,51.45
United Nilgiri,,UNITEDTEA,Tea,316.05,0.99,157.92,79.06,15.83,0,9.98,-7.34,0.85,11.14,6.23,7.72,1.8,6.53,-5.75,10.02,6.29,61.37,2.32,-1.36,49.79,150.96,0.44,0.8,15.98,1.71,0.03,6.18,7.01,5.86,14.1,12.49,330.03,319.33
United Polyfab,,UNITEDPOLY,Textiles - Products,91.5,1.61,210.01,872,7.7,111.24,27.27,0.84,0,0,9.47,9.81,0.49,9.57,35.04,35.19,44.31,19.94,16.12,32.54,50.29,316.53,-9.63,3.06,23.32,90.67,78.28,9.96,8.96,2.69,29.32,27.2,99.16,97.12
United Spirits,532432,MCDOWELL-N,Breweries & Distilleries,1134.25,-0.46,82499.77,11040.1,1271.38,202.8,64.89,5.61,0.35,0,17.52,20.05,7.73,40.36,3.72,4.4,4.32,7.11,18.52,11.57,56.67,82040.87,12.61,12.11,53.08,27.06,15.41,16.32,17.48,10.33,62.7,67.99,1120.23,1043.1
United Van Der,522091,,Miscellaneous,153.05,-5,189.32,22.69,2.6,26.11,72.82,1.87,0.33,0,6.94,8.88,12.89,27.06,46.2,28.86,34.19,60.49,20.42,38.86,72.06,215.37,59.38,4.96,270.4,140.52,75.28,4.74,2.33,3.49,27.79,26.55,137.85,106.53
Univastu India,,UNIVASTU,Construction,138.95,-2.11,157.91,109.98,4.62,34.27,34.18,1.81,0,0,15.83,19.26,2.12,11.22,45.94,-7.98,1.12,-31.66,15.35,18.9,72.87,183.19,45.88,3.33,74.12,56.57,27.96,20.16,20.87,5.62,15.64,14.17,134.2,114.2
Universal Auto.,539314,,Castings & Forgings,157.45,-0.66,195.78,214.8,4.67,34.91,41.92,2.33,0,0,26.26,20.75,0.98,14.13,-1.21,38.8,19.3,-42.49,66.27,17.98,42.52,230.34,-40.55,3.13,1.88,84.18,26.9,11.25,10.01,9.2,25.44,24.28,181.95,190.59
Universal Cables,504212,UNIVCABLES,Cables - Power,455.4,0.56,1580.03,2023.21,100.72,760.54,15.69,2.05,0.66,8.81,8.46,12.02,1.06,9.29,-8.59,11.99,13.28,-6.92,9.62,7.66,61.89,2334.9,-5.35,0.95,33.82,48.84,15.65,7.08,8.7,4.24,10.77,8.99,452.38,451.7
Universal Starch,524408,,Miscellaneous,180.7,-4.89,75.89,521.04,6.49,67.54,11.69,0.13,0,0,10.67,13.04,0.27,6.83,2.57,25.04,21.12,-18.88,107.54,86.71,53.91,138.66,5.98,1.2,64.27,38.51,30.74,16.8,12.71,3.01,6.8,6.62,164.42,159.03
Universus Photo,542933,UNIVPHOTO,Photographic And Allied Products,334.95,0.33,366.66,31.03,-187.77,0,,,0,-24.62,-7.32,-6.85,8.48,-2.07,-38.21,-11.53,,-145.13,,,74.55,366.62,-24.62,0.38,-7.14,27.07,,13.91,,-7.23,3.27,3.76,386.17,407.91
Uno Minda,532539,UNOMINDA,Auto Ancillaries,684.75,-0.18,39307.32,13125.84,773.85,1648.77,50.79,2.81,0.22,13.15,17.09,18.1,3.62,25.04,21.96,21.78,20.24,25.77,56.5,18.08,68.73,40710.35,14.23,8.83,46.88,35.18,33.35,13.76,13.73,9.23,57.16,52.01,653.66,625.08
Updater Services,543996,UDS,Miscellaneous,320.35,-3.51,2144.69,2386.02,51.79,264.35,41.41,,0,0,12.38,16.8,0.78,11.2,41.53,16.6,,-29.62,2.74,,58.74,1637.37,,2.7,,,,16.74,,4.33,,,331.73,309.19
UPL,512070,UPL,Pesticides / Agrochemicals - Indian,456,0.11,34227.71,45589,-597.01,34936,,,2.19,21.01,13.41,14.31,1.23,11.35,-13.77,14.43,25.25,-113.74,19.55,11.93,32.35,65993.71,-26,1.19,-35.54,-10.12,-6.53,14.95,14.56,5.42,16.65,17.26,491.58,569.09
Upsurge Invest.,531390,,Finance & Investments,46.4,-1.13,70.3,41.96,5.73,0.06,12.27,-0.4,1.08,151.5,1.34,2.65,1.79,8.84,8.2,13.14,-3.78,2.32,28.53,-30.3,57.15,58.36,17.95,1.66,55.24,24.58,18.63,19.96,11.36,1.23,8.98,11.25,45.7,42.26
Upsurge Seeds,,USASEEDS,Miscellaneous,295,7.25,208.26,126.14,7.3,12.91,28.53,,0,0,19.06,12.76,2.67,18.62,75,67.69,,82.5,178.65,,71.15,221.02,-17.6,5.02,-41.8,,,27.66,,6.65,45.09,45.09,343.88,380.86
UR Sugar,539097,,Trading,15.19,3.19,79.75,9.03,-0.26,0.1,,,0,0,,,8.39,7577,,,,,,,26.67,75.77,27.33,4.53,41.43,-2.02,52.53,,,,1701,1557,14.89,14.19
Uravi T & Wedge,543930,URAVI,Auto Ancillaries,308.8,-9.54,339.68,38.27,1.22,26.48,278.43,-13.62,0,0,3.82,7.43,10.76,62.47,8.17,-2.11,0.05,-16.19,-18.41,-20.44,72.73,364.85,30.24,13.81,174.86,61.73,42.76,1.39,4.96,1.75,182.58,145.87,301.74,266.96
Urban Enviro,,URBAN,Miscellaneous,374,2.47,161.94,39.16,2.09,20.69,77.48,,0.13,0,46.34,17.21,4.63,22.82,98.88,45.82,,33.12,40.72,,51.19,181.19,181.73,8.62,,,,51.91,,7.04,44.74,44.74,353.04,288.68
Urja Global,526987,URJA,Trading,18.9,-2.83,993.11,42.39,2.47,5.65,402.07,13.26,0,0,0.89,1.55,25.23,266.25,-39.7,-37.68,-21.56,17.06,10.96,30.32,20.32,998.42,92.86,5.73,202.4,43.47,48.35,0.81,0.64,0.36,325,247.5,21.85,16.47
USG Tech,532402,,Computers - Software - Medium / Small,7.17,-1.1,28.26,0,-0.49,16.3,,,0,0,-0.69,-0.33,164.11,-123.08,-100,-29.48,-39.42,-48.48,24.54,,20.83,44.31,-6.64,0.74,143.05,52.04,16.79,-5.13,-6.1,-0.59,,,7.85,7.19
Usha Mart. Edu.,532398,UMESLTD,Computers - Education,4.65,-5.1,12.28,0.61,0.23,2.17,53.39,2.84,0,0,0.5,1.49,21.77,35.05,-16.44,-2.4,-4.25,283.33,5.27,18.82,40.56,14.37,-33.09,0.86,45.31,11.55,29.03,0.38,0.17,0.38,187.5,167.5,5.67,5.37
Usha Martin,517146,USHAMART,Steel - Medium / Small,318.25,1.05,9698.41,3251.39,422.91,422.69,22.93,0.89,0.79,21.81,18.75,21.25,3.03,15.17,2.27,14.91,9.61,29.76,-5.06,25.84,47.41,9907.36,-7.43,4.5,47.13,112.43,51.03,16.13,18.84,12.05,15.29,14.55,312.26,299.76
Ushanti Colour,,UCL,Dyes And Pigments,57.45,5.41,61.48,37.72,-0.54,45.66,,,0,0,-4.08,-1.47,2.43,32.27,-29.67,-1.5,,-242.11,,,67.86,106.82,-14.25,1.3,-15.2,18.19,-1.7,2.19,,-1.91,35.67,23.98,61.95,63.83
Ushdev Intl.,511736,,Power Generation And Supply,1.32,-4.35,44.68,14.86,-1.17,2502.85,,,0,0,,,176.64,420.26,5.92,-8.78,-36.19,98.18,,12.82,40.7,2504.74,-18.52,,13.79,60.38,32.77,,,-37.22,11.6,0.1,1.45,1.53
UTI AMC,543238,UTIAMC,Finance & Investments,813,-0.15,10345.93,1621.57,688.62,0,15.02,8.89,2.71,63.87,11.68,15.88,7.92,10.7,22.44,14.05,2.23,69.79,17.22,1.69,0,10036.61,3.3,2.6,32.04,12.56,,14.38,13.61,10.78,19.89,20.35,863.88,822.5
Utique Enterp.,500014,,Finance & Investments,7.31,4.43,40.69,89.17,0.66,1.27,61.65,35.03,0,0,0.35,-0.01,0.41,19.21,54.06,92.53,103.48,112.5,-56.77,1.76,24.7,25.55,16.77,0.58,69.21,61.05,35.51,-0.46,1.13,0.33,12.47,6.48,7.97,7.06
Utkarsh Small F.,543942,UTKARSHBNK,Banks - Private Sector,47,1.51,5166.98,2973.91,471.78,16059.62,10.95,,0,0,22.64,9.37,7.47,10.15,26.56,24.19,,47.83,29.38,,69.16,18710.24,-8.29,,,,,12.98,,2.37,10.83,10.83,52.27,52.11
Uttam Sug.Mills,532729,UTTAMSUGAR,Sugar,312.05,-1.19,1190.16,2109.24,160.07,356.17,7.44,0.14,0.8,7.71,23.76,19.11,0.74,5.04,4.32,7.77,10.61,39.58,34.4,52.46,73.18,1529.98,-25.36,1.94,37.65,51.58,18.65,25.68,25.05,7.74,8.88,8.41,356.66,366.33
V I P Inds.,507880,VIPIND,Moulded Luggage,525.5,12.89,7459.57,2179.21,98.59,529.4,75.66,11.53,0.86,41.84,29,27.85,3.82,30.29,9.64,6.7,8.12,-37.85,5.81,6.56,51.76,7949.69,-19.91,10.42,-8.73,14.81,1.69,7.79,14.99,13.18,67.8,59.02,524.47,585.64
V R Films & Stud,542654,,Entertainment / Electronic Media Software,22.84,-3.22,25.07,11.19,0.59,8.07,42.49,-11.48,0,0,6.93,8.7,2.55,17.01,-11.33,8.08,-2.07,126.92,-22.18,-3.7,71.77,29.26,-46.88,2.21,-11.51,15.05,,13.92,17.59,3.89,39.91,31.66,32.99,38.52
V R Infraspace,,VR,Construction,143.65,10.71,127.56,18.04,2.62,6.61,48.69,,0,0,24.25,15.76,7.29,39.6,38.24,,,227.5,,,72.97,131.47,,,,,,,,5.69,23.23,23.23,93.34,88.98
V R Woodart,523888,,Miscellaneous,7.8,-4.99,11.62,0,-0.1,1.92,,,0,0,,-311.11,,-135.2,,,,37.5,-5.9,-9.71,30.16,13.52,-2.5,,55.07,,-0.78,,,-254.55,,,7.9,6.36
V-Guard Industri,532953,VGUARD,Electric Equipment,331.35,0.45,14385.42,4377.94,198.07,366.72,72.63,11.99,0.39,31.33,12,14.47,3.63,39.88,8.91,17.73,11.87,-11.41,-1.14,6.06,54.57,14710.82,7.83,8.74,33.69,10.39,8.31,15.53,16.87,7.48,48.25,50.64,317.44,297.24
V-Marc India,,VMARCIND,Cables - Power,92.25,-4.99,210.2,307.56,13.55,136.42,15.51,,0,0,14.02,18.47,1.4,9.6,28.1,12.95,,98.1,28.54,,69.96,343.97,-18.94,2.47,146,,,12.57,,4.76,15.67,15.67,127.26,125.82
V-Mart Retail,534976,VMART,Trading,2153.95,2.02,4259.79,2710.91,-94.8,1419.15,,,0,0,-1.18,5.17,2.3,25.76,16.36,14.04,15.06,-457.74,,,44.33,5661.86,9.21,5.58,0.82,-8.15,-4.38,-0.2,3.5,-0.42,465.85,91.16,1995.99,2069.17
V2 Retail,532867,V2RETAIL,Textiles - Products,422.2,-1.83,1460.36,1062.12,15.16,430.58,96.33,,0,0,-5.75,3.44,2.25,14.22,32.15,6.16,8.44,196.87,,,54.28,1888.03,154.34,5.92,485.17,51.32,7.98,-4.89,-0.06,-1.9,2100,14.73,368.36,261.29
Va Tech Wabag,533269,WABAG,Engineering,763.45,0.73,4747.93,2849.06,302.73,283.1,15.68,-0.86,0,0,3.11,19.53,1.59,11.58,-2.61,5,-3.05,66.11,-16.82,-18.13,19.13,4694.03,66.49,2.83,126.88,46.67,18.33,6.37,6.86,1.2,13.06,13.42,701.41,583.9
Vaarad Ventures,532320,,Finance & Investments,13.58,-0.88,339.37,0,-0.2,3.47,,,0,0,-1,-0.88,,-2448.57,,,,13.04,-56.32,,71.19,342.8,-17.8,15.02,75.68,55.1,7.18,-1.11,-0.73,-0.8,,,14.59,15.25
Vadilal Enterp.,519152,,Trading,3805.05,1.99,327.23,1000.48,7.91,23.2,41.37,0.89,0.04,2.1,67.07,60,0.37,13.46,10.96,16.28,11.25,-22.15,124.32,46.57,51.26,348.54,2.84,13.24,8.23,25.78,33.35,51.19,32.95,3.21,40.43,36.81,3487.37,3487.39
Vadilal Inds.,519156,VADILALIND,Food - Processing - Indian,4343.55,0.37,3123.01,1130.13,147.09,184.95,21.23,0.48,0.03,1.12,28.44,25.56,3.08,13.82,11.4,20.86,14.08,64.92,33.84,44.47,64.73,3252.93,69.14,6.17,94.32,69.65,48.17,17.01,17.28,13.52,19.79,16.9,3460.19,2883.38
Vadivarhe Speci.,,VSCL,Chemicals,31,3.68,39.63,36.42,-3.14,25.03,,,0,0,13.5,7.61,1.47,43.62,10.4,15.19,11.31,42.07,27.63,-14.41,74.64,64.12,-25.39,14.84,12.52,35,-3.48,-39.06,-27.28,1.79,70.74,101.94,36.76,36.9
Vaibhav Global,532156,VAIBHAVGBL,Diamond Cutting / Jewellery,364.3,-1.51,6034.62,2944.31,131.72,185.31,45.81,-38.5,1.65,94.26,9.02,11.12,2.27,21.29,9.72,10.65,11.37,18.51,-17.84,-1.19,57.24,6106.29,-17.27,4.93,34.3,-20.81,23.23,19.22,21.06,6.06,43.57,34.45,415.82,406.34
Vaidya Sane,,MADHAVBAUG,Trading,174,-5.05,182.93,104.68,3.28,4.01,55.77,,0.29,5.44,,,1.71,22.53,,,,,,,66.34,169.87,-43.86,3.34,-25.31,,,,,,67.76,67.76,206.36,234.37
Vaishali Pharma,,VAISHALI,Trading,140.05,-4.34,150.12,80.13,5.84,15.04,25.71,0.49,0,0,19.73,21.69,2.36,15.92,16.4,5.05,0.55,-8.18,503.68,52.51,26.62,164.73,17.1,3.35,-5.37,62.23,38.8,14.63,10.16,8.22,22.13,26.64,153.34,148.32
Vakrangee,511431,VAKRANGEE,Computers - Software - Converts,19.85,-1.49,2103.13,209.63,2.23,53.28,943.11,-13.04,0.25,529.75,0.87,2.65,10.73,81.47,-44.8,-33.97,-50.29,-70.23,-74.63,-72.35,42.6,2117.46,13.75,17.63,46.71,-25.66,-15.29,1.53,1.66,0.35,68.3,69.21,22.4,20.83
Valencia Nutrit.,542910,,Pharmaceuticals - Indian - Bulk Drugs & Formln,50.54,-5,70.57,1.56,-1.35,2.89,,,,0,,-92.65,50.26,-56.88,188.89,-14.91,28.92,-55.17,19.57,-1.79,63.88,73.38,127.45,,310.23,67.84,,,,-48.28,,,38.51,25.31
Valiant Commun.,526775,,Telecommunications - Equipment,365.2,-1.27,263.67,42.39,4.58,1.64,57.57,11.2,0,0,5.23,7.01,8.2,30.57,65.46,16.98,6.12,583.58,107.69,5.14,43.11,258.35,27.69,7.48,180.92,75.04,67.14,-1.94,-1.06,4.48,70.68,54.91,370.11,306.06
Valiant Laborato,543998,VALIANTLAB,Pharmaceuticals - Indian - Bulk Drugs & Formln,145.05,-0.58,630.24,333.91,29,60.87,21.73,,0,0,,,2.06,17.24,,,,,,,74.94,688.69,,5.97,,,,,,,19.83,19.83,165.86,173.55
Valiant Organics,540145,VALIANTORG,Chemicals,380.8,-1.23,1050.06,817.7,34.99,245.88,30.01,,0.26,3.08,13.04,14.12,1.23,12.39,-27.51,15.94,,-59.49,-11.85,,37.9,1290.81,-19.38,1.49,-6.78,-30.75,-12.78,18.93,,8.13,19.2,18.26,435.35,479.28
Valor Estate,533160,DBREALTY,Construction,196.35,-1.08,10559.49,271.6,1208.85,1566.82,8.74,,0,0,-37.12,-11.66,17.27,8.93,-67.49,60.4,42.25,314.6,-25.24,,47.44,12058.52,20.98,2.64,219.53,98.12,58.55,-28.61,-20.65,-7.35,113.33,19.82,235.37,187.56
Valson Industrie,530459,,Textiles - Processing,29.28,-1.68,22.43,129.29,1.02,15.05,21.99,-0.36,0,0,0.08,4.05,0.28,7.94,-1.28,12.53,5.83,251.72,-69.57,-61.55,67.75,37.16,20.64,0.85,50.15,25.82,1.86,-7.59,-2.28,0.04,48.83,23.21,31.54,28.01
Vama Industries,512175,,Trading,4.41,-4.75,23.17,9.21,-1.36,5.69,,,0,0,-4.34,3.9,2.14,51.83,-51.19,-24.7,-34.16,-23.64,,,42.94,27.47,-3.92,1.2,9.16,-13.74,-12.13,1.96,0.11,-2.36,56.54,43.75,5.23,5.12
Vamshi Rubber,530369,,Miscellaneous,33.99,-4.98,14.31,74.96,0.33,17.36,43.36,2.99,0,0,-0.23,6.15,0.4,8.4,-8.52,12.78,1.23,266.67,,14.5,57,31.58,13.34,1.09,45.69,22.37,6.04,-7.14,-2.94,-0.06,129.41,99,35.11,29.98
Vandana Knitwear,532090,,Trading,5.19,4.85,55.53,3.44,0.12,0.47,462.75,21.97,0,0,1.16,1.23,17.57,279.3,50.22,119.67,39.59,62.5,40.35,21.06,50.51,55.86,153.17,4.87,214.55,139.03,81.99,0.63,-0.25,0.92,195,195,3.01,2.32
Vani Commercials,538918,,Finance & Investments,9.5,-3.94,11.15,4.13,0.36,0,30.97,,0,0,-3.47,0.95,5.89,4.54,148.8,51.56,50.93,-33.33,,,8.65,11.08,-28.3,0.84,-6.86,72.21,4.7,-1.29,-0.83,-1.46,16.4,16.67,10.64,11.61
Vanta Bioscience,540729,,Miscellaneous,64,-4.97,40.4,5.83,-6.48,57.11,,,0,0,-31.21,-5.82,16.7,-57.28,-37.98,-24.87,,-7300,,,69.36,97.37,45.45,2.38,9.03,-28.62,-15.99,-8.7,,-12.57,215.44,186.38,67.81,71.92
Vantage Knowledg,539761,,Miscellaneous,199,0,206.61,3.72,2.16,0,95.65,2.17,0,0,25.6,35.49,101.25,72.47,348.19,87.39,66.38,390.91,99.51,44.08,12.56,206.54,59.97,27.85,304.97,212.04,110.46,12.43,6.7,20.34,33.86,33.95,176.66,143.5
Vapi Enterprise,502589,,Paper,105.75,0,24.11,2.47,1.13,0.47,21.34,0.78,0,0,7.81,7.85,-3.1,-2.68,-17.67,-16.99,-10.35,43.04,21.43,27.46,38.79,-4.43,17.11,0.71,28.96,87.08,79.22,,,3.17,19.91,19.31,101.89,95.41
Varanium Cloud,,CLOUD,Computers - Software - Medium / Small,42.4,-4.93,170.47,383.36,82.45,,2.07,,10.02,0,,,,,,,,,,,36.38,,-70.12,,-74.37,,,,,,4.31,4.31,78.08,118.78
Vardhman Acrylic,,VARDHACRLC,Textiles - Manmade,51,-2.76,409.86,309.7,16.16,0.01,25.36,-8.23,4.9,61.14,14.4,18.89,0.93,15.43,-31.39,8.46,5.47,-30.88,-10.67,-3.08,74.97,396.01,-4.94,1.63,14.74,11.64,5.08,9.93,10.82,10.23,16.93,10.45,60.25,58.32
Vardhman Hold.,500439,VHL,Finance & Investments,2812.65,1.41,897.24,38.47,200.13,0,4.48,0.89,0.18,0.7,7.77,7.66,152.36,4.33,121.98,-22.1,-26.73,-28.87,12.67,5.04,74.9,895.87,-8.16,0.28,12.4,17.21,6.16,10.23,9.84,7.77,3.68,3.22,3045.33,3017.99
Vardhman Polytex,514175,VARDMNPOLY,Textiles - Cotton/Blended,74.75,1.98,204,460.08,-56.12,451.2,,,0,0,,-33.68,1.07,-22.35,-37.01,3.2,-0.1,24.23,-12.01,4.34,49.13,655.01,29.21,,196.63,62.88,52.38,,,-30.97,,,71.44,59.49
Vardhman Special,534392,VSSL,Steel - Medium / Small,212.1,-2.08,1727.76,1643.99,72.52,169.62,23.82,0.7,0.94,8.09,16.76,20.2,1.09,13.06,-0.74,27.04,15.1,-37.47,270.65,34.22,60.67,1886,3.31,2.6,5.88,43.95,34.3,15.89,11.8,10.28,12.42,15.43,208.48,204.49
Vardhman Textile,502986,VTL,Textiles - Cotton/Blended,442.3,1.99,12790.2,9530.88,589.74,1514.99,21.69,2.1,0.79,12.52,9.74,11.49,1.38,10.76,-7.99,14.6,10.16,-38.38,11.34,10.34,64.13,13957.53,18.53,1.45,53.15,20.86,15.24,12.8,12.21,7.18,12.83,10.01,424.74,392.42
Variman Global,540570,,Computers - Software - Medium / Small,27.55,4.12,536.07,113.54,1.5,30.98,357.38,,0,0,6.44,9.95,4.88,104.47,1.39,23.93,185.67,123.88,40.6,,28.14,566.25,95.95,15.8,96.36,114.03,,5.13,4.96,3.07,373.75,167.6,24.44,19.09
Varroc Engineer,541578,VARROC,Auto Ancillaries,503.85,0.46,7698.14,7267.15,528.58,1442.39,14.56,,0,0,-55.86,8.13,1.3,11.14,6.29,-14.86,-7.76,1603.35,,,75,8897.58,3.63,7.44,107.47,10.28,-2.74,-36.9,-16.66,-10.61,64.02,17.44,509.32,468.65
Varun Beverages,540180,VBL,Food - Processing - Indian,1398.6,1.05,181732.75,16042.58,2118.93,5431.31,85.77,1.81,0.18,14.22,35.2,28.82,11.64,49.19,21.78,35.49,25.73,37.6,76.79,47.29,63.09,186704.2,47.89,26.2,106.06,83.67,61.23,30.29,25.44,16.16,61.6,59.16,1367.62,1111.91
Vasa Denticity,,DENTALKART,Trading,490.3,2.22,785.27,123.15,7.6,0.46,103.32,,0,0,70.5,80.11,6.27,70.91,60.1,59.38,,52,338.72,,69.62,772.2,15.3,13.19,,,,89.92,,31.24,81.05,81.05,525.44,489.7
Vascon Engineers,533156,VASCONEQ,Construction,61.2,2.86,1354.46,1029.15,100.73,186.32,13.45,0.11,0.41,0,11.3,11.34,1.41,10.77,15.57,25.08,13.59,66.17,37,127.45,31.62,1440.23,4.17,1.44,145.78,48.47,32.12,2.13,2.51,6.33,13.06,13.71,70.56,64.98
Vasu Bhagnani,532011,,Entertainment / Electronic Media Software,141.3,1.98,494.6,65.63,2.73,9,181.17,1.57,0,0,7.59,7.44,12.49,142.93,109.81,-1.9,7.16,10.08,-51.67,115.21,73.09,503.13,285.64,12.61,499.49,151.05,118.46,2.74,19.76,3.52,52.09,43.85,102.86,64.99
Vasudhagama Ent.,539291,,Trading,20.4,-1.78,35.05,8.39,0.61,0.2,57.46,,0,0,-1.12,-0.93,,40.02,-100,,,608.33,,,0.15,35.22,65.45,0.85,219.75,-34.93,-10.81,2.2,3.61,-1.08,18.04,45.53,18.57,14.29
Vasundhara Rasy.,538634,,Pharmaceuticals - Indian - Bulk Drugs & Formln,192.85,-0.41,61.29,35.79,4.16,1.18,14.73,0.55,1.04,11.38,23.12,28.79,1.57,9.8,-3.35,21.4,17.97,-36.87,24.03,26.73,61.98,59.39,0.94,1.96,62.2,39.79,39.05,16.42,15.77,18.62,12.61,9.88,206.41,193.89
Vaswani Industri,533576,VASWANI,Steel - Sponge Iron,31.5,-1.72,94.5,410.42,7.08,49.04,13.35,2.24,0,0,5.49,12.53,0.32,5.69,2.55,3.44,10.45,-13.87,62.92,5.95,58.33,125.54,7.14,0.81,62.37,47.83,27.09,4.61,2.62,2.88,10.88,10.35,37.03,30.09
Vaxtex Cotfab,,VCL,Textiles - Products,0.95,-5,17.46,33.59,-7.99,7.05,,,0,0,-0.95,2.02,0.32,-3.23,-63.11,39.66,32.6,-1057.97,,,18.1,24.45,-45.71,0.49,-81.04,-44.64,,4.28,4.74,-0.34,157,131.4,1.26,2.58
VCU Data Managem,536672,,Trading,6.62,1.22,10.26,0,0.27,0,38,1.21,0,0,1.31,2.04,,27.11,,,,-87.32,22.92,31.28,18.77,10.03,11.82,0.34,19.93,-1.8,-2.72,3.14,2.05,1.22,32.39,26.38,7.23,7.42
Vedant Asset,543623,,Miscellaneous,37.51,-3.82,10.36,1.97,0.15,0,69.07,,0,0,4.01,5.61,3.47,23.55,23.9,48.63,,25,71,,73.16,6.83,-11.74,1.95,-15.61,,,3.97,,3.79,81.48,81.48,42.49,48.06
Vedant Fashions,543463,MANYAVAR,Trading,926.5,-1.6,22501.89,1346.01,407.25,365.02,55.25,2.31,0.97,50.92,34.03,39.17,16.87,32.2,2.78,13.96,12.32,-0.41,22.1,23.95,74.98,22859.59,-30.78,16.94,-16.1,,,25.28,24.51,21.48,78.45,78.45,1009.3,1163.59
Vedanta,500295,VEDL,Mining / Minerals / Metals,271.65,0.02,100977.91,146149,4980.01,75064,20.28,5.79,37.36,357.08,20.38,21.18,1.17,4.45,-2.04,20.38,9.9,-64.75,-9.67,3.5,63.71,171748.91,22.06,3.2,-3.58,5.69,8.05,23.96,21.38,7.62,7.49,7.26,267.96,262.29
Vedavaag Systems,533056,,Computers - Software - Medium / Small,47.12,2.17,108.02,58.81,5.73,2.68,18.85,-2.34,1.27,19.97,6.07,7.89,1.63,11.36,-14.72,1.63,-2.57,-17.79,8.66,-8.05,35.98,106.65,-4.17,0.9,26.46,19.3,9.97,6.12,6.77,5.27,17.61,15.02,54.74,53.85
Veefin Solutions,543931,,Computers - Software - Medium / Small,307,4.71,692.99,14.08,4.28,0.51,161.91,,0,0,16.01,18.55,49.2,123.7,114.96,,,370.33,,,39.84,692.71,44.2,9.66,,,,,,12.59,97.26,97.26,303.65,239.89
Veejay Lak. Eng.,522267,,Textiles - Cotton/Blended,46.7,4.94,23.68,76.07,-6.69,27.87,,,0,0,-41.59,-20.85,0.8,-20.45,3.36,-2.38,-4.7,49.47,-0.63,,65.24,51.13,34.39,1.14,43.91,20.04,0.41,-13.72,-13.12,-20.19,25.28,36.98,48.03,44.89
